8.090170 	 -5.877853 	 1.067529 
8.070170 	 -5.914180 	 1.017103 
8.048861 	 -5.948649 	 0.966480 
8.026298 	 -5.981325 	 0.915937 
8.002536 	 -6.012270 	 0.865749 
7.977625 	 -6.041544 	 0.816179 
7.951616 	 -6.069206 	 0.767472 
7.924557 	 -6.095311 	 0.719847 
7.896496 	 -6.119915 	 0.673496 
7.867477 	 -6.143071 	 0.628576 
7.837544 	 -6.164830 	 0.585211 
7.806740 	 -6.185243 	 0.543493 
7.775106 	 -6.204356 	 0.503482 
7.742680 	 -6.222217 	 0.465212 
7.709501 	 -6.238871 	 0.428692 
7.675607 	 -6.254362 	 0.393909 
7.641032 	 -6.268733 	 0.360834 
7.605811 	 -6.282024 	 0.329426 
7.569978 	 -6.294274 	 0.299633 
7.533564 	 -6.305524 	 0.271393 
7.496601 	 -6.315809 	 0.244643 
7.459119 	 -6.325166 	 0.219315 
7.421145 	 -6.333631 	 0.195340 
7.382710 	 -6.341236 	 0.172647 
7.343839 	 -6.348014 	 0.151170 
7.304558 	 -6.353998 	 0.130840 
7.264893 	 -6.359217 	 0.111595 
7.224868 	 -6.363703 	 0.093371 
7.184506 	 -6.367482 	 0.076109 
7.143829 	 -6.370584 	 0.059754 
7.102860 	 -6.373035 	 0.044253 
7.061620 	 -6.374861 	 0.029555 
7.020129 	 -6.376088 	 0.015613 
6.978406 	 -6.376739 	 0.002384 
6.936469 	 -6.376839 	 -0.010175 
6.894339 	 -6.376411 	 -0.022103 
6.852031 	 -6.375475 	 -0.033435 
6.809562 	 -6.374055 	 -0.044205 
6.766949 	 -6.372170 	 -0.054446 
6.724208 	 -6.369841 	 -0.064187 
6.681353 	 -6.367086 	 -0.073455 
6.638398 	 -6.363925 	 -0.082277 
6.595359 	 -6.360376 	 -0.090677 
6.552248 	 -6.356456 	 -0.098676 
6.509078 	 -6.352182 	 -0.106298 
6.465861 	 -6.347571 	 -0.113560 
6.422610 	 -6.342638 	 -0.120482 
6.379336 	 -6.337399 	 -0.127081 
6.336050 	 -6.331869 	 -0.133373 
6.292762 	 -6.326061 	 -0.139373 
6.249484 	 -6.319989 	 -0.145095 
6.206223 	 -6.313668 	 -0.150553 
6.162991 	 -6.307110 	 -0.155759 
6.119795 	 -6.300327 	 -0.160725 
6.076645 	 -6.293331 	 -0.165463 
6.033548 	 -6.286134 	 -0.169981 
5.990514 	 -6.278748 	 -0.174290 
5.947548 	 -6.271183 	 -0.178400 
5.904659 	 -6.263449 	 -0.182318 
5.861854 	 -6.255557 	 -0.186054 
5.819139 	 -6.247517 	 -0.189614 
5.776521 	 -6.239338 	 -0.193005 
5.734005 	 -6.231029 	 -0.196236 
5.691598 	 -6.222598 	 -0.199311 
5.649305 	 -6.214056 	 -0.202238 
5.607132 	 -6.205408 	 -0.205022 
5.565083 	 -6.196664 	 -0.207668 
5.523164 	 -6.187832 	 -0.210182 
5.481378 	 -6.178918 	 -0.212568 
5.439731 	 -6.169929 	 -0.214831 
5.398226 	 -6.160873 	 -0.216976 
5.356868 	 -6.151755 	 -0.219006 
5.315660 	 -6.142584 	 -0.220926 
5.274606 	 -6.133363 	 -0.222740 
5.233710 	 -6.124100 	 -0.224450 
5.192974 	 -6.114800 	 -0.226061 
5.152401 	 -6.105469 	 -0.227575 
5.111994 	 -6.096111 	 -0.228996 
5.071757 	 -6.086732 	 -0.230326 
5.031692 	 -6.077338 	 -0.231569 
4.991800 	 -6.067931 	 -0.232726 
4.952085 	 -6.058518 	 -0.233801 
4.912548 	 -6.049102 	 -0.234796 
4.873191 	 -6.039688 	 -0.235714 
4.834017 	 -6.030279 	 -0.236555 
4.795027 	 -6.020879 	 -0.237323 
4.756223 	 -6.011493 	 -0.238020 
4.717605 	 -6.002124 	 -0.238647 
4.679176 	 -5.992775 	 -0.239206 
4.640937 	 -5.983449 	 -0.239699 
4.602888 	 -5.974150 	 -0.240128 
4.565032 	 -5.964881 	 -0.240494 
4.527368 	 -5.955644 	 -0.240799 
4.489898 	 -5.946443 	 -0.241045 
4.452623 	 -5.937280 	 -0.241231 
4.415543 	 -5.928158 	 -0.241361 
4.378659 	 -5.919078 	 -0.241436 
4.341972 	 -5.910044 	 -0.241455 
4.305481 	 -5.901058 	 -0.241422 
4.269187 	 -5.892122 	 -0.241336 
4.233091 	 -5.883237 	 -0.241200 
4.197193 	 -5.874407 	 -0.241013 
4.161493 	 -5.865632 	 -0.240778 
4.125991 	 -5.856915 	 -0.240494 
4.090687 	 -5.848257 	 -0.240164 
4.055581 	 -5.839660 	 -0.239787 
4.020673 	 -5.831125 	 -0.239365 
3.985963 	 -5.822654 	 -0.238899 
3.951451 	 -5.814249 	 -0.238389 
3.917137 	 -5.805910 	 -0.237836 
3.883019 	 -5.797639 	 -0.237241 
3.849099 	 -5.789437 	 -0.236604 
3.815375 	 -5.781306 	 -0.235927 
3.781847 	 -5.773246 	 -0.235209 
3.748515 	 -5.765258 	 -0.234453 
3.715379 	 -5.757343 	 -0.233657 
3.682437 	 -5.749503 	 -0.232823 
3.649689 	 -5.741738 	 -0.231952 
3.617135 	 -5.734048 	 -0.231043 
3.584774 	 -5.726436 	 -0.230098 
3.552605 	 -5.718900 	 -0.229117 
3.520628 	 -5.711443 	 -0.228100 
3.488842 	 -5.704064 	 -0.227048 
3.457247 	 -5.696764 	 -0.225961 
3.425840 	 -5.689545 	 -0.224841 
3.394623 	 -5.682405 	 -0.223686 
3.363593 	 -5.675346 	 -0.222499 
3.332750 	 -5.668368 	 -0.221278 
3.302094 	 -5.661471 	 -0.220025 
3.271623 	 -5.654657 	 -0.218740 
3.241337 	 -5.647924 	 -0.217423 
3.211234 	 -5.641274 	 -0.216074 
