3.090170 	 -9.510565 	 -0.785398 
3.085170 	 -9.505565 	 -0.785398 
3.080170 	 -9.500565 	 -0.785398 
3.075170 	 -9.495565 	 -0.785398 
3.070170 	 -9.490565 	 -0.785398 
3.065170 	 -9.485565 	 -0.785398 
3.060170 	 -9.480565 	 -0.785398 
3.055170 	 -9.475565 	 -0.785398 
3.050170 	 -9.470565 	 -0.785398 
3.045170 	 -9.465565 	 -0.785398 
3.040170 	 -9.460565 	 -0.785398 
3.035170 	 -9.455565 	 -0.785398 
3.030170 	 -9.450565 	 -0.785398 
3.025170 	 -9.445565 	 -0.785398 
3.020170 	 -9.440565 	 -0.785398 
3.015170 	 -9.435565 	 -0.785398 
3.010170 	 -9.430565 	 -0.785398 
3.005170 	 -9.425565 	 -0.785398 
3.000170 	 -9.420565 	 -0.785398 
2.995170 	 -9.415565 	 -0.785398 
2.990170 	 -9.410565 	 -0.785398 
2.985170 	 -9.405565 	 -0.785398 
2.980170 	 -9.400565 	 -0.785398 
2.975170 	 -9.395565 	 -0.785398 
2.970170 	 -9.390565 	 -0.785398 
2.965170 	 -9.385565 	 -0.785398 
2.960170 	 -9.380565 	 -0.785398 
2.955170 	 -9.375565 	 -0.785398 
2.950170 	 -9.370565 	 -0.785398 
2.945170 	 -9.365565 	 -0.785398 
2.940170 	 -9.360565 	 -0.785398 
2.935170 	 -9.355565 	 -0.785398 
2.930170 	 -9.350565 	 -0.785398 
2.925170 	 -9.345565 	 -0.785398 
2.920170 	 -9.340565 	 -0.785398 
2.915170 	 -9.335565 	 -0.785398 
2.910170 	 -9.330565 	 -0.785398 
2.905170 	 -9.325565 	 -0.785398 
2.900170 	 -9.320565 	 -0.785398 
2.895170 	 -9.315565 	 -0.785398 
2.890170 	 -9.310565 	 -0.785398 
2.885170 	 -9.305565 	 -0.785398 
2.880170 	 -9.300565 	 -0.785398 
2.875170 	 -9.295565 	 -0.785398 
2.870170 	 -9.290565 	 -0.785398 
2.865170 	 -9.285565 	 -0.785398 
2.860170 	 -9.280565 	 -0.785398 
2.855170 	 -9.275565 	 -0.785398 
2.850170 	 -9.270565 	 -0.785398 
2.845170 	 -9.265565 	 -0.785398 
2.840170 	 -9.260565 	 -0.785398 
2.835170 	 -9.255565 	 -0.785398 
2.830170 	 -9.250565 	 -0.785398 
2.825170 	 -9.245565 	 -0.785398 
2.820170 	 -9.240565 	 -0.785398 
2.815170 	 -9.235565 	 -0.785398 
2.810170 	 -9.230565 	 -0.785398 
2.805170 	 -9.225565 	 -0.785398 
2.800170 	 -9.220565 	 -0.785398 
2.795170 	 -9.215565 	 -0.785398 
2.790170 	 -9.210565 	 -0.785398 
2.785170 	 -9.205565 	 -0.785398 
2.780170 	 -9.200565 	 -0.785398 
2.775170 	 -9.195565 	 -0.785398 
